CAR_SELL_NO,CAR_ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE,,,CAR_ID,CAR_NAME,CAR_MAKER,CAR_MAKE_YEAR,CAR_PRICE
642,F054769969,25,1418000,2022-03-01,,,D697293609,Vandura 1500,GMC,1994,22688
643,U407582858,13,1223313,2022-05-10,,,C264312257,Grand Am,Pontiac,1988,55046
644,R838650702,13,128427,2022-07-24,,,H874491629,SLK55 AMG,Mercedes-Benz,2009,69880
645,I000309561,18,1259838,2022-09-10,,,E755360650,DeVille,Cadillac,1996,42228
646,M336560053,22,1734810,2022-05-03,,,F294229612,A4,Audi,2003,59191
647,W801761065,12,1055028,2022-03-27,,,T343341005,Century,Buick,1995,85861
648,H433910994,1,80166,2022-05-16,,,A444700900,Range Rover,Land Rover,2004,96728
649,Q794367626,11,597916,2022-05-15,,,W732933012,B-Series,Mazda,2004,10519
650,K863150356,29,1083701,2022-01-16,,,T616019194,Catera,Cadillac,2000,19826
651,Z647822266,26,1277874,2022-10-23,,,A595952402,Dakota Club,Dodge,1993,79557
652,K776229452,29,1761866,2022-09-27,,,X447441237,Navigator,Lincoln,2011,65570
653,L899573153,12,1104924,2022-01-16,,,T273879949,Scirocco,Volkswagen,1986,40494
654,S717373067,27,788130,2022-04-04,,,J714877994,Cougar,Mercury,1984,43509
655,Q707393868,24,1681368,2022-07-01,,,D027734551,300D,Mercedes-Benz,1993,98375
656,L297770115,24,38040,2022-12-11,,,M594687357,Navigator,Lincoln,2005,89285
657,J853207340,16,976400,2022-05-26,,,C129010249,Sportvan G20,Chevrolet,1994,65955
658,L463133351,4,37748,2022-03-07,,,W483516717,Equinox,Chevrolet,2006,61927
659,S013501024,1,2125,2022-12-02,,,W851494912,CL,Acura,1997,50320
660,J239240302,27,2511081,2022-05-05,,,F473905391,Escort,Ford,1994,95494
661,Q172783216,22,614350,2022-05-09,,,C042489337,SX4,Suzuki,2010,32261
662,X841782720,22,2035770,2022-03-06,,,V813268456,Sierra,GMC,2008,29077
663,H669884465,21,657468,2022-10-10,,,G328694289,Outback,Subaru,2001,51061
664,J791418503,27,1467801,2022-07-06,,,K336182491,325,BMW,2005,11166
665,H220824678,21,1710282,2022-10-14,,,U801239842,Savana 3500,GMC,1999,51864
666,Y141924972,6,391728,2022-10-24,,,L976488757,Element,Honda,2004,56224
667,X696305223,9,791073,2022-06-26,,,O787758959,X-90,Suzuki,1997,73185
668,Y977661223,2,152806,2022-08-21,,,S629510692,xB,Scion,2004,40398
669,X592842496,16,599472,2022-03-25,,,X889246355,Expedition,Ford,2004,68731
670,Y921904065,9,809298,2022-09-03,,,E033775266,1500,GMC,1998,87514
671,C375200856,15,490290,2022-12-26,,,O958631113,LHS,Chrysler,1995,38724
672,F335789993,10,471150,2022-12-22,,,D082402764,LX,Lexus,1999,86808
673,C129010249,22,1451010,2022-09-21,,,C713131951,1500,GMC,1995,84440
674,O517540077,20,543540,2022-07-10,,,K496502540,Scirocco,Volkswagen,1988,99088
675,C484508960,7,185290,2022-12-21,,,S590518220,Solara,Toyota,2000,11893
676,A644157470,9,609624,2022-07-01,,,W976725699,Escort,Ford,1986,69521
677,G930346104,15,557880,2022-09-16,,,B084899113,Windstar,Ford,2001,31776
678,B059047199,8,548256,2022-02-15,,,Q217424420,Safari,GMC,1999,36349
679,G930346104,6,223152,2022-12-15,,,T262763499,XF,Jaguar,2010,19785
680,Y613538164,1,64009,2022-09-09,,,C661008057,C70,Volvo,1998,63829
681,Z156770438,16,44528,2022-05-02,,,N573519050,BRZ,Subaru,2013,5865
682,O956865816,28,620480,2022-11-07,,,W481618149,Mighty Max,Mitsubishi,1996,20988
683,G163009033,2,148480,2022-12-03,,,J463563068,Daewoo Lacetti,Suzuki,2005,46145
684,R425867759,12,891216,2022-12-29,,,F377737243,Expedition,Ford,2008,58502
685,Y859429450,27,2168802,2022-03-03,,,B845749100,Insight,Honda,2011,23679
686,Z012094881,3,47169,2022-12-29,,,Y692860867,Previa,Toyota,1992,76089
687,Y983186627,30,2451660,2022-12-22,,,W889091680,Legacy,Subaru,1992,18004
688,A296436032,18,493506,2022-11-23,,,X592842496,MR2,Toyota,1987,37467
689,L452429983,2,65812,2022-07-11,,,T439170559,Montero,Mitsubishi,1999,36186
690,T007675122,25,2070050,2022-09-12,,,N856957614,CTS,Cadillac,2011,74052
691,T857924674,21,567084,2022-01-29,,,T653263418,Tempo,Ford,1988,46614
692,U255290453,2,62810,2022-06-22,,,R839463235,Tucson,Hyundai,2008,6697
693,X478195768,17,671517,2022-09-18,,,A580579654,Mark VIII,Lincoln,1998,28768
694,V333586969,30,1559070,2022-05-16,,,C498380988,Santa Fe,Hyundai,2005,55032
695,G836049523,20,1207460,2022-08-18,,,Q276883096,Tacoma,Toyota,2002,41095
696,V617712197,24,1434048,2022-10-24,,,O630529849,Integra,Acura,1994,99896
697,B289673893,30,1564170,2022-06-13,,,U951547738,Escort,Ford,1994,59823
698,I019914614,1,6188,2022-09-08,,,Q640027190,Tracker,Chevrolet,2002,44267
699,Y239462253,5,137590,2022-12-19,,,C214564354,Express,Chevrolet,2010,29230
700,K776229452,20,1215080,2022-01-07,,,Q009275024,Protege5,Mazda,2002,88538
701,K526395923,17,986068,2022-09-19,,,E212325485,S10,Chevrolet,1994,77948
702,W801761065,15,1318785,2022-01-23,,,D024709893,Summit,Eagle,1994,92595
703,V466222140,19,1373548,2022-11-03,,,Q878145912,S-Series,Saturn,1998,12964
704,T439170559,29,1049394,2022-07-02,,,A606895442,RAV4,Toyota,2011,29201
705,W825671125,21,735084,2022-12-30,,,W667463011,B-Series Plus,Mazda,1996,69113
706,K648253971,30,2546340,2022-10-02,,,M387720089,Century,Buick,2004,97671
707,Q878145912,29,375956,2022-05-19,,,L178691740,3 Series,BMW,1996,60767
708,P388460254,24,2025672,2022-08-26,,,N655665247,Equinox,Chevrolet,2007,62294
709,I287499056,2,171710,2022-01-05,,,Z363405135,Diablo,Lamborghini,1995,98013
710,F983336578,19,1846591,2022-11-05,,,O517540077,Corvette,Chevrolet,1970,27177
711,S993709882,2,108222,2022-07-24,,,Q045450506,Marauder,Mercury,2004,68542
712,F728748380,3,167478,2022-07-21,,,N634132805,944,Porsche,1984,42531
713,V877337082,21,447384,2022-08-21,,,W173110026,6 Series,BMW,2010,69135
714,N903170547,8,474368,2022-02-08,,,Y636652899,Canyon,GMC,2011,48702
715,L306953388,25,56800,2022-04-09,,,P223050040,PT Cruiser,Chrysler,2008,4692
716,N357761145,23,1710188,2022-03-02,,,N975393626,Starion,Mitsubishi,1984,34043
717,L625837335,19,92397,2022-10-09,,,O892921644,Tracker,Chevrolet,2003,7246
718,O797079941,11,873301,2022-07-16,,,G055573166,Sable,Mercury,2002,34830
719,J018264501,27,946134,2022-01-26,,,G679706104,Express 1500,Chevrolet,2010,34427
720,S466601896,28,1270444,2022-09-21,,,W536888744,Eos,Volkswagen,2007,30043
721,P758063670,3,267636,2022-09-16,,,B254892285,Cavalier,Chevrolet,2004,75122
722,F694935149,13,644111,2022-03-25,,,T037773970,CTS,Cadillac,2004,4981
723,C042489337,8,258088,2022-08-24,,,R459140924,Quattroporte,Maserati,2006,83615
724,B674020968,15,1165200,2022-01-10,,,Z544596065,Vandura G3500,GMC,1995,35141
725,H496087259,10,74480,2022-01-05,,,P536025382,MPV,Mazda,1996,14749
726,W801761065,11,967109,2022-09-11,,,W890859975,200SX,Nissan,1998,55230
727,T653263418,6,279684,2022-08-22,,,J055822378,S4,Audi,2005,9118
728,A606895442,23,671623,2022-04-10,,,S466601896,XC90,Volvo,2006,45373
729,S173852567,14,1390718,2022-11-28,,,V013851683,XC70,Volvo,2003,74869
730,W976944973,17,557328,2022-02-18,,,V230132362,RVR,Mitsubishi,1995,51821
731,F033364800,22,269764,2022-05-15,,,R999448986,750,BMW,2006,16553
732,I042029649,2,180660,2022-02-24,,,R882412954,Type 2,Volkswagen,1985,41676
733,F524136742,16,299280,2022-06-15,,,H433423845,Supra,Toyota,1998,5519
734,W627998236,22,1148488,2022-05-22,,,B276416584,Electra,Buick,1989,49067
735,O154986055,28,2638524,2022-10-27,,,R897366680,M3,BMW,1996,32426
736,P511871292,12,845172,2022-10-15,,,Y944324666,XL7,Suzuki,2008,89500
737,W702123429,6,282240,2022-02-01,,,Y239462253,FX,Infiniti,2009,27518
738,E612715986,25,1195600,2022-01-17,,,X754687395,Type 2,Volkswagen,1986,87278
739,F457700505,8,183800,2022-10-10,,,X488056880,8 Series,BMW,1996,22387
740,B926164119,16,1386656,2022-04-21,,,V758356688,Malibu,Chevrolet,2006,40628
741,G364907167,9,215865,2022-04-22,,,M529694219,Cayenne,Porsche,2008,67558
742,W280805842,2,79626,2022-05-16,,,R232083239,Commander,Jeep,2008,76059
743,X460676864,16,787184,2022-01-08,,,F318267263,Quattro,Audi,1992,57914
744,W319274254,30,2865750,2022-12-08,,,X297977695,ES,Lexus,2008,83320
745,H645206822,15,974880,2022-02-09,,,R025095305,i-Series,Isuzu,2008,8865
746,B929855657,19,838508,2022-09-22,,,S336943901,S-Series,Saturn,1998,38576
747,P626455908,3,50064,2022-11-12,,,P797498994,MX-5,Mazda,1996,66122
748,W801761065,4,351676,2022-10-23,,,Y182660926,SL-Class,Mercedes-Benz,2000,62381
749,Q631063254,27,1941030,2022-09-29,,,J848860027,2500,Chevrolet,1993,48614
750,J239240302,15,1395045,2022-10-16,,,B095323082,Cabriolet,Audi,1998,24779
751,H235118214,11,638891,2022-05-28,,,T832737926,Viper,Dodge,2001,84694
752,K426456728,28,2097172,2022-08-18,,,D842722205,FX,Infiniti,2012,54869
753,Y169975239,25,203550,2022-07-11,,,T338673690,Countach,Lamborghini,1988,2883
754,F573128915,11,344817,2022-05-08,,,W352418999,Century,Buick,2005,31104
755,Y067158542,12,62172,2022-05-01,,,G295849836,Town Car,Lincoln,1990,46370
756,J560658148,23,866157,2022-09-24,,,B980619690,Ram 1500 Club,Dodge,2000,60869
757,W706567633,12,229380,2022-10-28,,,N037783278,Ram 2500,Dodge,2004,87133
758,N037783278,20,1742660,2022-09-15,,,P049165263,Custom Cruiser,Oldsmobile,1992,28729
759,P592625225,27,2021625,2022-11-28,,,L452429983,Veracruz,Hyundai,2008,32906
760,G683484616,5,165400,2022-01-17,,,Y566951563,B-Series,Mazda,1989,35667
761,H557805714,13,958802,2022-11-16,,,H092799721,SC,Lexus,1999,81474
762,P391192927,22,1547040,2022-08-29,,,N909404119,Riviera,Buick,1998,46954
763,U449146077,3,281349,2022-07-05,,,P592625225,F250,Ford,1997,74875
764,Z027365999,5,115180,2022-04-12,,,W915705828,Acadia,GMC,2011,63382
765,F341769064,1,96475,2022-05-20,,,C380371093,Clubman,MINI,2009,26969
766,G148747023,2,198612,2022-02-10,,,V123178807,Town Car,Lincoln,1992,81667
767,P940910126,25,2064025,2022-08-14,,,Y859429450,Trans Sport,Pontiac,1990,80326
768,B855115307,28,690732,2022-06-22,,,D953245086,Astro,Chevrolet,1994,25490
769,U496952703,18,503604,2022-10-01,,,W706567633,Sonoma,GMC,1997,19115
770,A606895442,11,321211,2022-10-18,,,D501648798,Intrepid,Dodge,1995,53028
771,Q405646356,28,2201584,2022-09-21,,,I519074181,SM,Citro챘n,1972,54564
772,J522521405,23,1880756,2022-04-09,,,B547320719,rio,Volkswagen,1997,18449
773,Y179243241,24,309216,2022-09-28,,,X333735463,E150,Ford,1984,67284
774,W319274254,14,1337350,2022-05-28,,,B664826170,Firebird,Pontiac,1967,95757
775,Y784340727,13,154349,2022-09-05,,,F696689292,Avalon,Toyota,2004,17139
776,H957734696,23,562856,2022-08-11,,,K608630581,SJ,Suzuki,1993,87970
777,Q872715442,20,742960,2022-01-09,,,P818844560,09월 05일,Saab,2005,25550
778,W177054398,11,1072214,2022-10-08,,,P070368244,Prius,Toyota,2001,96859
779,B514121037,8,780536,2022-11-26,,,E262575359,Tacoma,Toyota,1998,34019
780,P511871292,15,1056465,2022-01-21,,,C692656818,Tracker,Geo,1992,12527
781,A503624634,22,446710,2022-07-18,,,N948004508,Grand Caravan,Dodge,2001,81945
782,M387720089,14,1367394,2022-10-15,,,L708776341,TL,Acura,1995,20316
783,U989032654,2,26822,2022-08-07,,,H645206822,Sky,Saturn,2008,64992
784,P044144927,8,53432,2022-04-01,,,K912404783,Escalade ESV,Cadillac,2009,33383
785,V050397298,26,2357940,2022-11-05,,,W966855150,XL7,Suzuki,2006,58359
786,B547320719,24,442776,2022-10-20,,,L960764107,Prelude,Honda,1994,55803
787,B089717170,22,1089682,2022-11-11,,,K727769927,Elantra,Hyundai,1998,12976
788,C809725832,29,2555480,2022-07-13,,,F657366749,Achieva,Oldsmobile,1993,41350
789,T856630757,27,133245,2022-03-01,,,T256482670,929,Mazda,1993,40667
790,W512602413,9,617814,2022-12-02,,,G820110350,370Z,Nissan,2012,83076
791,E599401013,1,80800,2022-06-21,,,K526395923,Allante,Cadillac,1992,58004
792,L066680040,18,834858,2022-10-11,,,M926037407,MPV,Mazda,2000,31001
793,R599842961,22,884268,2022-02-13,,,M943487957,Safari,GMC,1995,97017
794,R588450315,29,355540,2022-02-27,,,S513001278,Elise,Lotus,2010,64795
795,I006383636,18,278226,2022-02-16,,,B607537518,SVX,Subaru,1992,74507
796,O777554985,17,1425348,2022-03-01,,,O963740725,SVX,Subaru,1992,90722
797,O271066400,2,74294,2022-07-13,,,N674133834,Silverado,Chevrolet,2002,40508
798,F510555806,6,162306,2022-08-02,,,O646710947,Savana,GMC,2011,31256
799,X678961074,7,46368,2022-06-06,,,T186807809,Q,Infiniti,1992,40075
800,S513001278,10,647950,2022-05-15,,,X422570317,XT,Subaru,1987,74489
801,Y169975239,16,130272,2022-07-13,,,B970071055,tC,Scion,2008,76096
802,V549103886,5,332030,2022-06-11,,,X281799635,57,Maybach,2003,35745
803,R157835570,23,1682427,2022-12-22,,,V401335506,Forester,Subaru,2007,40307
804,E150444475,26,2334358,2022-05-08,,,N064978122,Bravada,Oldsmobile,1998,39664
805,P494002797,17,1376779,2022-04-27,,,P494002797,W201,Mercedes-Benz,1992,80987
806,N064978122,11,436304,2022-04-20,,,W706622358,Silverado 2500,Chevrolet,2009,66615
807,K776229452,27,1640358,2022-11-21,,,U811815132,Altima,Nissan,2006,32405
808,F318267263,16,926624,2022-02-17,,,I391633410,Cavalier,Chevrolet,1997,49333
809,G768792448,29,401360,2022-01-05,,,Q850678922,Grand Cherokee,Jeep,1995,81954
810,R308840841,22,1747284,2022-07-12,,,W512602413,Touareg,Volkswagen,2009,68646
811,Q766971885,23,803758,2022-11-13,,,W825671125,Cavalier,Chevrolet,1996,35004
812,M926037407,16,496016,2022-06-15,,,B405089269,Dakota,Dodge,2004,95960
813,O482969425,27,1116531,2022-03-09,,,Q405646356,Z4,BMW,2003,78628
814,H432363561,19,211223,2022-05-11,,,A183314876,5 Series,BMW,2000,78920
815,J699515866,18,1514988,2022-11-07,,,C085082552,Galant,Mitsubishi,1990,97097
816,M107246804,1,19338,2022-07-15,,,I000309561,Suburban,Chevrolet,2011,69991
817,U195532449,27,2491452,2022-03-08,,,F084223066,Prelude,Honda,1999,28704
818,P511871292,7,493017,2022-11-22,,,F341769064,Econoline E150,Ford,2002,96475
819,K525466793,7,696066,2022-11-23,,,F728748380,Caliber,Dodge,2008,55826
820,V010582306,1,74527,2022-02-08,,,R599842961,1000,Pontiac,1985,40194
821,D953245086,3,76470,2022-02-11,,,Q979647062,Fusion,Ford,2009,23123
822,L527089852,15,1139745,2022-12-30,,,H180607953,Sportvan G20,Chevrolet,1995,68239
823,H874491629,1,69880,2022-10-11,,,P426838004,VUE,Saturn,2004,8769
824,L297770115,25,39625,2022-07-10,,,P333072370,Range Rover,Land Rover,2010,62979
825,V245404749,17,1341997,2022-05-11,,,S906740796,DBS,Aston Martin,2012,9589
826,C375200856,16,522976,2022-02-12,,,N368048154,T100,Toyota,1994,45716
827,Z545966983,27,1720359,2022-02-21,,,L485522619,Prelude,Honda,1985,42038
828,R145944006,28,43932,2022-10-20,,,X678961074,STS,Cadillac,2007,6624
829,X775257222,14,405846,2022-06-07,,,O582777586,SL-Class,Mercedes-Benz,2001,21994
830,F817772523,10,20990,2022-11-09,,,C687774164,S-Type,Jaguar,2005,67847
831,Q405646356,11,864908,2022-07-17,,,H596256921,Maxima,Nissan,1996,25623
832,E084008933,11,662090,2022-01-16,,,I249048847,Esprit,Lotus,2003,10982
833,R479335556,17,82943,2022-02-20,,,F173403811,Murci챕lago,Lamborghini,2009,31044
834,D035741442,12,1087500,2022-05-15,,,C502625116,SX4,Suzuki,2008,39728
835,P672953430,15,99450,2022-11-20,,,I142706049,MX-5,Mazda,1991,62314
836,R882412954,8,333408,2022-08-16,,,G836049523,Grand Prix,Pontiac,2004,60373
837,S513001278,4,259180,2022-07-28,,,C375200856,Vitara,Suzuki,2001,32686
838,Z012094881,3,47169,2022-03-24,,,J899940068,New Beetle,Volkswagen,2004,29371
839,J084575704,28,2779616,2022-02-18,,,T528698143,4Runner,Toyota,1993,18507
840,F490375577,8,709888,2022-09-30,,,D344923140,Camaro,Chevrolet,1975,11856
841,P070368244,15,1452885,2022-03-16,,,C166938989,Silverado 2500,Chevrolet,2004,68072
842,O002990821,15,1351635,2022-07-15,,,M354903096,Expedition EL,Ford,2009,10114
843,T256482670,12,488004,2022-03-30,,,V680613595,Savana 1500,GMC,2006,65937
844,G328694289,22,1123342,2022-08-09,,,P388460254,Mirage,Mitsubishi,1998,84403
845,Z221263507,20,298560,2022-04-26,,,D793174597,LS,Lexus,2002,90261
846,K098038286,4,26012,2022-12-06,,,D636790778,Spectra,Kia,2005,29167
847,F032211073,25,603200,2022-08-11,,,X007877659,Viper,Dodge,1997,10393
848,R588450315,26,318760,2022-12-25,,,L066680040,Dakota,Dodge,2010,46381
849,O963740725,22,1995884,2022-03-09,,,Q753858224,MPV,Mazda,2000,87167
850,G988240777,13,1161017,2022-03-14,,,Q270674021,Excel,Mitsubishi,1987,52391
851,S155909356,14,125608,2022-08-08,,,B777474272,Mini Cooper,Austin,1964,55997
852,X131735671,27,972729,2022-05-30,,,P179720257,7 Series,BMW,2002,97023
853,J791418503,14,761082,2022-11-28,,,F510555806,Grand Prix Turbo,Pontiac,1990,27051
854,H645206822,2,129984,2022-11-04,,,H220824678,E-Class,Mercedes-Benz,1990,81442
855,W966855150,19,1108821,2022-09-09,,,J584027212,Silverado,Chevrolet,2011,47466
856,L535485122,12,271644,2022-05-14,,,I856285533,FJ Cruiser,Toyota,2010,96040
857,P511871292,2,140862,2022-04-22,,,A204540573,Savana 3500,GMC,2006,73485
858,Y692860867,14,1065246,2022-10-24,,,I419515451,Savana,GMC,2008,81675
859,F728748380,7,390782,2022-03-01,,,I650102432,Arnage,Bentley,2009,70285
860,K675118973,18,127188,2022-01-07,,,U388651110,Avalanche 1500,Chevrolet,2006,67813
861,O271066400,1,37147,2022-03-25,,,Z917939740,Freestyle,Ford,2005,59438
862,E286975003,23,1404288,2022-01-06,,,T070850555,Gallardo,Lamborghini,2012,77853
863,Q979647062,19,439337,2022-04-30,,,H194276166,LS,Lexus,2001,98900
864,P626455908,6,100128,2022-04-14,,,Z156770438,Yukon XL 2500,GMC,2009,2783
865,F657366749,6,248100,2022-06-19,,,V197258444,S-Series,Saturn,1995,66170
866,G142738053,29,1689917,2022-10-13,,,P216361151,Patriot,Jeep,2010,22601
867,Y641628884,26,2072694,2022-10-29,,,U741951707,MPV,Mazda,1992,73055
868,V053300636,6,329892,2022-04-15,,,B340451218,Eldorado,Cadillac,1997,11955
869,I820340673,22,265430,2022-02-01,,,O284087669,Aerostar,Ford,1993,43534
870,H870694072,30,658530,2022-10-28,,,S834123388,Lancer Evolution,Mitsubishi,2002,67769
871,V053300636,21,1154622,2022-09-22,,,Z637397883,M5,BMW,2007,88722
872,Z793212332,24,805128,2022-08-25,,,R943562673,Pathfinder,Nissan,2006,35047
873,L424845602,22,859848,2022-11-13,,,S993709882,Vibe,Pontiac,2008,54111
874,L132949567,20,950820,2022-05-05,,,E387952749,Insight,Honda,2006,68691
875,R063315992,3,63615,2022-12-18,,,N045002927,G-Class,Mercedes-Benz,2002,86095
876,K768066628,17,185946,2022-06-11,,,O129745380,S80,Volvo,2002,27566
877,K984183351,23,1454819,2022-09-22,,,M367281019,A8,Audi,2012,2345
878,L708776341,22,446952,2022-12-09,,,G163009033,2500,Chevrolet,1997,74240
879,G836049523,5,301865,2022-12-23,,,K060441678,Solstice,Pontiac,2006,68823
880,H557805714,18,1327572,2022-09-20,,,L435805178,Fillmore,Fillmore,1960,15579
881,B089717170,13,643903,2022-09-20,,,P631023343,Entourage,Hyundai,2007,1292
882,Y141924972,7,457016,2022-11-23,,,W747843191,Sierra 1500,GMC,2003,29096
883,X131004086,22,1301872,2022-04-09,,,G628269505,Q,Infiniti,1999,42984
884,T538134172,2,72866,2022-08-05,,,Q172783216,MX-5,Mazda,1991,27925
885,I391633410,15,739995,2022-08-29,,,X880159119,530,BMW,2005,79729
886,N037783278,28,2439724,2022-03-14,,,Y257299356,F350,Ford,2005,67449
887,D348188468,20,317900,2022-03-17,,,B443820780,S40,Volvo,2011,6550
888,R943562673,6,210282,2022-01-16,,,K335342868,rio,Volkswagen,1997,63681
889,N315432207,20,1616440,2022-09-21,,,D825382288,W201,Mercedes-Benz,1992,60228
890,D695678553,16,1393216,2022-08-03,,,Y067158542,Camaro,Chevrolet,1997,5181
891,E701115984,30,2253240,2022-11-05,,,N979782390,XC60,Volvo,2011,83844
892,U602075933,9,643851,2022-01-05,,,S603369221,Maxima,Nissan,1992,30902
893,E212325485,3,233844,2022-05-15,,,N795332614,Bravada,Oldsmobile,1999,17292
894,Z363405135,22,2156286,2022-10-11,,,H797052807,FX,Infiniti,2010,24743
895,B198396987,13,480051,2022-09-18,,,T435687422,PT Cruiser,Chrysler,2009,38546
896,Z506577709,3,58923,2022-06-12,,,J084575704,09월 03일,Saab,2003,99272
897,X331394143,2,50186,2022-03-20,,,R243342353,88,Oldsmobile,1999,1934
898,C809725832,30,2643600,2022-11-16,,,D591026975,Savana 1500,GMC,2006,62228
899,G362341523,14,162050,2022-05-03,,,J018264501,Swift,Suzuki,1990,35042
900,Z545966983,9,573453,2022-05-01,,,J119544197,Sentra,Nissan,1997,85560
901,L452429983,19,625214,2022-01-29,,,V642001892,Suburban 2500,Chevrolet,1999,99253
902,A644157470,3,203208,2022-03-09,,,Y964414601,Lancer,Mitsubishi,2001,48389
903,O482969425,5,206765,2022-05-14,,,S289337206,Continental,Bentley,2005,68574
904,J487303391,28,560616,2022-11-20,,,U112516740,Continental Mark VII,Lincoln,1985,70801
905,L625837335,9,43767,2022-09-13,,,K776229452,Cabriolet,Volkswagen,1995,60754
906,K525466793,13,1292694,2022-12-12,,,I342673109,Raider,Mitsubishi,2009,71766
907,N250087252,17,1334772,2022-04-22,,,K357603959,Esteem,Suzuki,1998,3017
908,Q429923717,1,66427,2022-02-24,,,O934751683,F250,Ford,2007,41759
909,J815969329,28,2086700,2022-11-30,,,Q955787248,Rodeo Sport,Isuzu,2001,32921
910,B368741407,26,2486614,2022-01-05,,,W415476513,MPV,Mazda,2001,6384
911,Z493585005,9,701460,2022-12-22,,,U449146077,Ram Wagon B150,Dodge,1992,93783
912,D348188468,5,79475,2022-10-15,,,H618072743,Sparrow,Corbin,1999,28768
913,Q009275024,28,2479064,2022-11-16,,,T564991587,Sentra,Nissan,2011,54466
914,C647998314,21,1762635,2022-01-17,,,S173852567,California,Ferrari,2009,99337
915,I000309561,26,1819766,2022-03-01,,,W016325087,Crown Victoria,Ford,2004,42377
916,F817772523,13,27287,2022-02-02,,,S802255447,Navigator L,Lincoln,2009,25019
917,G245179103,3,10620,2022-06-08,,,G364907167,Focus,Ford,2010,23985
918,V087840460,1,86579,2022-05-29,,,W646772390,Colt,Dodge,1992,66460
919,F473905391,5,477470,2022-04-23,,,B018346499,Silverado 2500,Chevrolet,2005,99411
920,P623048563,10,908090,2022-04-12,,,K585663062,Protege,Mazda,1999,42465
921,T653263418,29,1351806,2022-10-22,,,K426456728,rio,Volkswagen,2000,74899
922,Z917939740,28,1664264,2022-12-21,,,D104907146,Intrepid,Dodge,2000,16661
923,H557805714,11,811294,2022-11-16,,,F167425315,S2000,Honda,2006,17571
924,Z156770438,29,80707,2022-09-08,,,S272978606,Pajero,Mitsubishi,1985,80731
925,Q753858224,25,2179175,2022-12-28,,,S204785497,Explorer,Ford,1991,23428
926,V649487358,14,1030484,2022-03-17,,,G429441950,Navigator L,Lincoln,2007,70803
927,B059047199,9,616788,2022-04-21,,,W215461434,Legend,Acura,1990,88721
928,L535485122,14,316918,2022-07-15,,,S493682362,Stratus,Dodge,2003,34101
929,B025758068,20,1524760,2022-06-29,,,M811372016,Jimmy,GMC,1998,1695
930,F573128915,28,877716,2022-02-05,,,N330988361,9-7X,Saab,2007,5977
931,J584027212,6,284796,2022-01-09,,,Q933955346,Galant,Mitsubishi,1996,59886
932,L899573153,2,184154,2022-06-15,,,R176415300,E-Class,Mercedes-Benz,2007,78492
933,O963740725,17,1542274,2022-10-30,,,G362341523,Chariot,Mitsubishi,1985,11575
934,W036837189,27,147069,2022-01-03,,,V109431887,M3,BMW,1997,26195
935,F473905391,25,2387350,2022-07-08,,,C278445126,Touareg,Volkswagen,2009,91676
936,F318267263,12,694968,2022-04-14,,,C237831319,745,BMW,2005,5266
937,J487303391,30,600660,2022-10-11,,,G930346104,09월 05일,Saab,2003,37192
938,T007675122,19,1573238,2022-05-22,,,M848371534,3 Series,BMW,2007,56191
939,H905617007,6,459672,2022-01-07,,,P846901913,LR3,Land Rover,2006,79656
940,E150444475,25,2244575,2022-01-02,,,N315432207,Cobalt,Chevrolet,2006,80822
941,H287279513,18,1407546,2022-03-09,,,U330932532,Cabriolet,Audi,1995,71112
942,X111172529,8,269032,2022-03-22,,,N101035737,Continental,Bentley,2007,65409
943,V642001892,9,893277,2022-11-15,,,L504298571,Impala,Chevrolet,2005,43853
944,L065474930,16,629648,2022-10-04,,,E422123533,CLS-Class,Mercedes-Benz,2012,38850
945,F895991476,30,1912530,2022-08-06,,,H572416222,S60,Volvo,2005,45573
946,W516605514,30,1648800,2022-12-25,,,N041606838,Navigator,Lincoln,2001,39156
947,H797052807,23,569089,2022-05-14,,,S158738394,Diamante,Mitsubishi,1997,66921
948,Q112016639,24,748896,2022-12-18,,,B368741407,Vandura G3500,GMC,1996,95639
949,C647821765,10,843500,2022-04-15,,,T941263140,Trooper,Isuzu,2002,35283
950,C502625116,10,397280,2022-03-26,,,X478195768,M5,BMW,2001,39501
951,U951547738,5,299115,2022-09-14,,,C695876719,GTI,Volkswagen,1995,10546
952,J584027212,7,332262,2022-04-25,,,R006393132,MX-6,Mazda,1991,82637
953,M107246804,6,116028,2022-05-24,,,X612165920,riolet,Audi,1996,4406
954,D243680166,27,2297430,2022-01-24,,,I042029649,CTS,Cadillac,2012,90330
955,P236689160,3,145566,2022-11-23,,,Q142940321,S40,Volvo,2001,85955
956,V013851683,11,823559,2022-09-01,,,G622737597,SVX,Subaru,1993,44610
957,F158695430,14,704928,2022-11-13,,,U990309396,Acadia,GMC,2011,64819
958,E928878967,10,842170,2022-12-27,,,A365328864,Galant,Mitsubishi,1989,19140
959,H669884465,13,407004,2022-12-01,,,U411238876,57,Maybach,2007,20641
960,R839463235,23,154031,2022-02-03,,,F650427154,5 Series,BMW,2005,75313
961,Z454157415,1,98711,2022-12-11,,,K984183351,C-Class,Mercedes-Benz,2012,63253
962,F073599766,6,314886,2022-10-30,,,O106473515,Brooklands,Bentley,2009,18284
963,Q150056441,12,740484,2022-09-20,,,H956117274,A4,Audi,2007,69474
